statename,state,Year,Month,pop,laborforce_participation,Employed_prct,unemp_rate
D.C.,DC,1986,3,481000,67,62.1,7.3
Florida,FL,1986,3,9091000,60.4,56.9,5.8
Georgia,GA,1986,3,4423000,66.6,62.6,5.9
Hawaii,HI,1986,3,740000,66.1,62.6,5.2
Idaho,ID,1986,3,705000,66.7,61.2,8.3
Illinois,IL,1986,3,8666000,65.6,59.9,8.6
Indiana,IN,1986,3,4110000,66.7,62,7.1
Iowa,IA,1986,3,2141000,66.6,61.9,7.1
Kansas,KS,1986,3,1809000,68.2,64.6,5.4
Kentucky,KY,1986,3,2756000,61.4,55.5,9.5
Louisiana,LA,1986,3,3217000,61.8,54.1,12.4
Maine,ME,1986,3,880000,63.5,60.1,5.4
Maryland,MD,1986,3,3376000,68.8,65.7,4.4
Massachusetts,MA,1986,3,4554000,67.1,64.5,3.9
Michigan,MI,1986,3,6837000,63.9,58.1,9
Minnesota,MN,1986,3,3150000,71.1,66.9,5.9
Mississippi,MS,1986,3,1868000,61.5,54.6,11.2
Missouri,MO,1986,3,3808000,66,62,6.1
Montana,MT,1986,3,601000,67.1,61.8,8
Nebraska,NE,1986,3,1177000,68.8,65.2,5.2
Nevada,NV,1986,3,732000,71.5,66.8,6.5
New Hampshire,NH,1986,3,773000,72,69.8,3.1
New Jersey,NJ,1986,3,5925000,65.6,62,5.4
New Mexico,NM,1986,3,1048000,63.6,57.9,9
New York,NY,1986,3,13706000,61.5,57.4,6.6
North Carolina,NC,1986,3,4713000,67.2,63.6,5.3
North Dakota,ND,1986,3,487000,68.6,64.4,6.1
Ohio,OH,1986,3,8091000,64.3,58.9,8.4
Oklahoma,OK,1986,3,2417000,65.8,60.5,8
Oregon,OR,1986,3,2046000,65.7,59.9,8.7
Pennsylvania,PA,1986,3,9229000,60.8,56.3,7.4
Rhode Island,RI,1986,3,752000,67.4,64.7,4.1
South Carolina,SC,1986,3,2447000,64.5,60.1,6.8
South Dakota,SD,1986,3,510000,68.1,64.9,4.7
Tennessee,TN,1986,3,3618000,63.2,58,8.1
Texas,TX,1986,3,11896000,68.2,62.5,8.3
Utah,UT,1986,3,1073000,69.5,65.5,5.7
Vermont,VT,1986,3,405000,70.7,67.6,4.4
Virginia,VA,1986,3,4272000,67.4,64,5.1
Washington,WA,1986,3,3307000,65.4,60.1,8.1
West Virginia,WV,1986,3,1458000,51.2,45.1,12
Wisconsin,WI,1986,3,3585000,66.9,62.1,7.2
Wyoming,WY,1986,3,359000,70.5,64.6,8.4
Alabama,AL,1986,4,2994000,62.1,55.9,10
Alaska,AK,1986,4,350000,73.4,65.3,11
Arizona,AZ,1986,4,2410000,64.3,59.9,6.8
Arkansas,AR,1986,4,1758000,60.4,55.2,8.6
California,CA,1986,4,19974000,66.3,61.7,6.9
Colorado,CO,1986,4,2410000,70.7,65.7,7.1
Connecticut,CT,1986,4,2484000,69.7,66.9,3.9
Delaware,DE,1986,4,478000,67.8,64.4,4.9
D.C.,DC,1986,4,480000,67.1,62.1,7.5
Florida,FL,1986,4,9112000,60.6,57.1,5.9
Georgia,GA,1986,4,4430000,66.8,62.8,6
Hawaii,HI,1986,4,741000,66.1,62.7,5.2
Idaho,ID,1986,4,706000,66.8,61.2,8.4
Illinois,IL,1986,4,8670000,65.6,60,8.6
Indiana,IN,1986,4,4113000,66.7,62,7.1
Iowa,IA,1986,4,2141000,66.7,62,7.1
Kansas,KS,1986,4,1811000,68.3,64.6,5.4
Kentucky,KY,1986,4,2757000,61.3,55.6,9.4
Louisiana,LA,1986,4,3220000,61.6,53.9,12.5
Maine,ME,1986,4,881000,63.5,60.1,5.3
Maryland,MD,1986,4,3380000,68.9,65.8,4.5
Massachusetts,MA,1986,4,4557000,67.1,64.5,3.9
Michigan,MI,1986,4,6842000,63.9,58.1,9.1
Minnesota,MN,1986,4,3154000,71,66.9,5.8
Mississippi,MS,1986,4,1868000,61.5,54.5,11.5
Missouri,MO,1986,4,3812000,66.1,62,6.2
Montana,MT,1986,4,601000,67,61.7,8
Nebraska,NE,1986,4,1177000,68.7,65.2,5.1
Nevada,NV,1986,4,732000,71.8,67.2,6.4
New Hampshire,NH,1986,4,774000,72.1,69.9,3
New Jersey,NJ,1986,4,5933000,65.6,62.1,5.3
New Mexico,NM,1986,4,1051000,63.6,57.7,9.2
New York,NY,1986,4,13709000,61.6,57.5,6.6
North Carolina,NC,1986,4,4717000,67.2,63.6,5.4
North Dakota,ND,1986,4,487000,68.5,64.4,6.1
Ohio,OH,1986,4,8093000,64.4,59,8.4
Oklahoma,OK,1986,4,2419000,65.9,60.4,8.2
Oregon,OR,1986,4,2049000,65.8,60.1,8.7
Pennsylvania,PA,1986,4,9233000,60.8,56.3,7.3
Rhode Island,RI,1986,4,753000,67.4,64.7,4.1
South Carolina,SC,1986,4,2448000,64.6,60.3,6.7
South Dakota,SD,1986,4,510000,68.2,65,4.7
Tennessee,TN,1986,4,3620000,63.3,58.1,8.1
Texas,TX,1986,4,11913000,68.3,62.5,8.6
Utah,UT,1986,4,1074000,69.5,65.5,5.8
Vermont,VT,1986,4,406000,70.7,67.6,4.3
Virginia,VA,1986,4,4280000,67.5,64.1,5.1
Washington,WA,1986,4,3313000,65.7,60.3,8.2
West Virginia,WV,1986,4,1457000,51.3,45.1,12
Wisconsin,WI,1986,4,3587000,67,62.2,7.2
Wyoming,WY,1986,4,359000,70.5,64.4,8.7
Alabama,AL,1986,5,2997000,62.2,56,10
Alaska,AK,1986,5,351000,73.1,65,11.1
Arizona,AZ,1986,5,2416000,64.5,60,6.9
Arkansas,AR,1986,5,1760000,60.5,55.3,8.6
California,CA,1986,5,20008000,66.4,61.8,6.9
Colorado,CO,1986,5,2413000,70.6,65.5,7.2
Connecticut,CT,1986,5,2485000,69.8,67.1,3.9
Delaware,DE,1986,5,479000,67.8,64.5,4.9
D.C.,DC,1986,5,480000,67.1,62,7.6
Florida,FL,1986,5,9133000,60.8,57.2,5.9
Georgia,GA,1986,5,4437000,67,62.9,6.1
Hawaii,HI,1986,5,743000,66,62.6,5
Idaho,ID,1986,5,707000,66.8,61.1,8.4
Illinois,IL,1986,5,8674000,65.7,60.1,8.5
Indiana,IN,1986,5,4115000,66.8,62.1,7.1
Iowa,IA,1986,5,2140000,66.8,62.2,7
Kansas,KS,1986,5,1813000,68.3,64.6,5.5
Kentucky,KY,1986,5,2759000,61.3,55.6,9.3
Louisiana,LA,1986,5,3222000,61.5,53.7,12.6
Maine,ME,1986,5,882000,63.6,60.2,5.3
Maryland,MD,1986,5,3385000,69.1,65.9,4.5
Massachusetts,MA,1986,5,4560000,67.1,64.5,4
Michigan,MI,1986,5,6848000,64,58.2,9.1
Minnesota,MN,1986,5,3158000,70.9,66.9,5.7
Mississippi,MS,1986,5,1867000,61.7,54.5,11.6
Missouri,MO,1986,5,3816000,66.3,62.1,6.3
Montana,MT,1986,5,601000,66.9,61.6,8
Nebraska,NE,1986,5,1178000,68.6,65.2,5
Nevada,NV,1986,5,733000,71.9,67.5,6.2
New Hampshire,NH,1986,5,776000,72.1,70,2.9
New Jersey,NJ,1986,5,5941000,65.6,62.1,5.2
New Mexico,NM,1986,5,1054000,63.6,57.6,9.4
New York,NY,1986,5,13711000,61.6,57.5,6.6
North Carolina,NC,1986,5,4721000,67.2,63.6,5.4
North Dakota,ND,1986,5,487000,68.4,64.3,6.1
Ohio,OH,1986,5,8095000,64.5,59.1,8.4
Oklahoma,OK,1986,5,2422000,65.9,60.3,8.5
Oregon,OR,1986,5,2052000,65.9,60.3,8.6
Pennsylvania,PA,1986,5,9237000,60.7,56.4,7.2
Rhode Island,RI,1986,5,753000,67.5,64.7,4.1
South Carolina,SC,1986,5,2450000,64.6,60.4,6.6
South Dakota,SD,1986,5,511000,68.1,65,4.6
Tennessee,TN,1986,5,3622000,63.3,58.3,8
Texas,TX,1986,5,11929000,68.5,62.4,8.8
Utah,UT,1986,5,1076000,69.5,65.5,5.9
Vermont,VT,1986,5,406000,70.9,67.8,4.3
Virginia,VA,1986,5,4287000,67.6,64.2,5.1
Washington,WA,1986,5,3320000,65.8,60.4,8.2
West Virginia,WV,1986,5,1456000,51.4,45.2,12.1
Wisconsin,WI,1986,5,3588000,67.1,62.3,7.1
Wyoming,WY,1986,5,360000,70.3,64,8.9
Alabama,AL,1986,6,2999000,62.2,56,9.9
Alaska,AK,1986,6,351000,73,64.8,11.2
Arizona,AZ,1986,6,2422000,64.6,60.1,7
Arkansas,AR,1986,6,1761000,60.6,55.4,8.5
California,CA,1986,6,20041000,66.5,61.9,6.8
Colorado,CO,1986,6,2415000,70.6,65.4,7.4
Connecticut,CT,1986,6,2487000,69.9,67.2,3.9
Delaware,DE,1986,6,479000,67.9,64.7,4.7
D.C.,DC,1986,6,479000,67.2,62.1,7.7
Florida,FL,1986,6,9154000,61,57.4,5.9
Georgia,GA,1986,6,4443000,67.2,63.1,6.1
Hawaii,HI,1986,6,744000,66,62.7,4.9
Idaho,ID,1986,6,707000,66.9,61.2,8.5
Illinois,IL,1986,6,8678000,65.7,60.2,8.4
Indiana,IN,1986,6,4118000,66.8,62.1,7
Iowa,IA,1986,6,2139000,67,62.4,6.9
Kansas,KS,1986,6,1816000,68.3,64.6,5.5
Kentucky,KY,1986,6,2760000,61.3,55.6,9.2
Louisiana,LA,1986,6,3225000,61.3,53.5,12.7
Maine,ME,1986,6,882000,63.7,60.3,5.3
Maryland,MD,1986,6,3389000,69.2,66.1,4.5
Massachusetts,MA,1986,6,4562000,67.2,64.5,4
Michigan,MI,1986,6,6853000,64.1,58.3,9
Minnesota,MN,1986,6,3162000,70.8,66.9,5.5
Mississippi,MS,1986,6,1867000,61.8,54.6,11.7
Missouri,MO,1986,6,3820000,66.5,62.2,6.4
Montana,MT,1986,6,6.00E+05,66.9,61.6,7.9
Nebraska,NE,1986,6,1179000,68.5,65.1,4.9
Nevada,NV,1986,6,734000,72.1,67.7,6.1
New Hampshire,NH,1986,6,778000,72.1,70.1,2.8
New Jersey,NJ,1986,6,5948000,65.6,62.2,5.2
New Mexico,NM,1986,6,1056000,63.6,57.6,9.5
New York,NY,1986,6,13714000,61.6,57.6,6.5
North Carolina,NC,1986,6,4726000,67.3,63.6,5.4
North Dakota,ND,1986,6,487000,68.3,64.2,6
Ohio,OH,1986,6,8096000,64.5,59.1,8.4
Oklahoma,OK,1986,6,2424000,65.9,60.3,8.6
Oregon,OR,1986,6,2055000,66.1,60.5,8.4
Pennsylvania,PA,1986,6,9240000,60.7,56.5,7
Rhode Island,RI,1986,6,754000,67.5,64.8,4.1
South Carolina,SC,1986,6,2452000,64.6,60.5,6.4
South Dakota,SD,1986,6,511000,68.2,65.1,4.6
Tennessee,TN,1986,6,3624000,63.4,58.4,7.9
Texas,TX,1986,6,11946000,68.6,62.4,8.9
Utah,UT,1986,6,1077000,69.6,65.5,6
Vermont,VT,1986,6,407000,70.9,67.9,4.3
Virginia,VA,1986,6,4295000,67.7,64.3,5.1
Washington,WA,1986,6,3326000,66,60.5,8.2
West Virginia,WV,1986,6,1456000,51.4,45.2,12.1
Wisconsin,WI,1986,6,3590000,67.2,62.5,7.1
Wyoming,WY,1986,6,360000,70.1,63.8,9
Alabama,AL,1986,7,3002000,62.2,56,9.8
Alaska,AK,1986,7,352000,72.6,64.4,11.2
Arizona,AZ,1986,7,2428000,64.7,60.2,7.1
Arkansas,AR,1986,7,1762000,60.7,55.6,8.5
California,CA,1986,7,20074000,66.6,62.1,6.8
Colorado,CO,1986,7,2418000,70.5,65.2,7.6
Connecticut,CT,1986,7,2488000,70,67.3,3.8
Delaware,DE,1986,7,480000,67.8,64.8,4.5
D.C.,DC,1986,7,479000,67.3,62.1,7.7
Florida,FL,1986,7,9175000,61.2,57.6,5.8
Georgia,GA,1986,7,4450000,67.3,63.2,6.1
Hawaii,HI,1986,7,745000,65.9,62.8,4.8
Idaho,ID,1986,7,708000,66.8,61.1,8.6
Illinois,IL,1986,7,8682000,65.8,60.3,8.3
Indiana,IN,1986,7,4120000,66.8,62.3,6.8
Iowa,IA,1986,7,2138000,67.1,62.6,6.7
Kansas,KS,1986,7,1818000,68.4,64.7,5.4
Kentucky,KY,1986,7,2761000,61.3,55.7,9.2
Louisiana,LA,1986,7,3227000,61.2,53.3,12.8
Maine,ME,1986,7,883000,63.8,60.4,5.3
Maryland,MD,1986,7,3393000,69.3,66.2,4.6
Massachusetts,MA,1986,7,4565000,67.2,64.5,4
Michigan,MI,1986,7,6858000,64.1,58.4,8.9
Minnesota,MN,1986,7,3166000,70.8,66.9,5.4
Mississippi,MS,1986,7,1867000,61.9,54.7,11.7
Missouri,MO,1986,7,3824000,66.6,62.3,6.4
Montana,MT,1986,7,6.00E+05,66.8,61.5,7.9
Nebraska,NE,1986,7,1180000,68.4,65,4.9
Nevada,NV,1986,7,735000,72.3,68,6
New Hampshire,NH,1986,7,780000,72.1,70.2,2.7
New Jersey,NJ,1986,7,5956000,65.6,62.3,5.1
New Mexico,NM,1986,7,1059000,63.6,57.5,9.6
New York,NY,1986,7,13716000,61.6,57.7,6.3
North Carolina,NC,1986,7,4730000,67.4,63.7,5.4
North Dakota,ND,1986,7,487000,68.2,64.2,5.9
Ohio,OH,1986,7,8098000,64.6,59.2,8.3
Oklahoma,OK,1986,7,2426000,65.9,60.2,8.6
Oregon,OR,1986,7,2058000,66.2,60.8,8.2
Pennsylvania,PA,1986,7,9244000,60.7,56.5,6.9
Rhode Island,RI,1986,7,754000,67.6,64.8,4.1
South Carolina,SC,1986,7,2454000,64.7,60.6,6.3
South Dakota,SD,1986,7,512000,68.2,65.1,4.6
Tennessee,TN,1986,7,3626000,63.5,58.5,7.8
Texas,TX,1986,7,11962000,68.6,62.4,9
Utah,UT,1986,7,1078000,69.7,65.5,6.1
Vermont,VT,1986,7,407000,71.1,68.1,4.3
Virginia,VA,1986,7,4302000,67.9,64.5,5
Washington,WA,1986,7,3333000,66,60.6,8.2
West Virginia,WV,1986,7,1455000,51.5,45.3,12
Wisconsin,WI,1986,7,3591000,67.4,62.7,7
Wyoming,WY,1986,7,360000,69.8,63.4,9.1
Alabama,AL,1986,8,3005000,62.1,56.1,9.8
Alaska,AK,1986,8,351000,72.6,64.5,11.2
Arizona,AZ,1986,8,2436000,64.7,60.1,7.1
Arkansas,AR,1986,8,1763000,60.8,55.7,8.5
California,CA,1986,8,20113000,66.6,62.2,6.7
Colorado,CO,1986,8,2420000,70.5,65,7.8
Connecticut,CT,1986,8,2490000,70,67.3,3.8
Delaware,DE,1986,8,481000,67.7,64.9,4.2
D.C.,DC,1986,8,479000,67.5,62.3,7.7
Florida,FL,1986,8,9197000,61.3,57.7,5.8
Georgia,GA,1986,8,4459000,67.4,63.3,6
Hawaii,HI,1986,8,747000,65.8,62.8,4.6
Idaho,ID,1986,8,708000,66.9,61.1,8.6
Illinois,IL,1986,8,8687000,65.7,60.4,8.2
Indiana,IN,1986,8,4123000,66.8,62.3,6.7
Iowa,IA,1986,8,2138000,67.2,62.8,6.6
Kansas,KS,1986,8,1819000,68.5,64.8,5.4
Kentucky,KY,1986,8,2762000,61.3,55.7,9.2
Louisiana,LA,1986,8,3224000,61.2,53.3,13
Maine,ME,1986,8,884000,63.9,60.5,5.3
Maryland,MD,1986,8,3398000,69.4,66.2,4.6
Massachusetts,MA,1986,8,4567000,67.2,64.6,4
Michigan,MI,1986,8,6865000,64.2,58.5,8.8
Minnesota,MN,1986,8,3169000,70.7,67,5.3
Mississippi,MS,1986,8,1868000,61.9,54.7,11.6
Missouri,MO,1986,8,3828000,66.6,62.4,6.4
Montana,MT,1986,8,6.00E+05,66.8,61.5,7.9
Nebraska,NE,1986,8,1180000,68.4,65.1,4.9
Nevada,NV,1986,8,738000,72.3,68,6
New Hampshire,NH,1986,8,782000,72.1,70.2,2.6
New Jersey,NJ,1986,8,5960000,65.7,62.4,4.9
New Mexico,NM,1986,8,1060000,63.6,57.5,9.6
New York,NY,1986,8,13720000,61.6,57.8,6.1
North Carolina,NC,1986,8,4737000,67.4,63.8,5.3
North Dakota,ND,1986,8,487000,68.1,64.2,5.8
Ohio,OH,1986,8,8104000,64.6,59.2,8.3
Oklahoma,OK,1986,8,2424000,65.8,60.2,8.6
Oregon,OR,1986,8,2060000,66.3,61,7.9
Pennsylvania,PA,1986,8,9249000,60.6,56.6,6.7
Rhode Island,RI,1986,8,755000,67.6,64.8,4.1
South Carolina,SC,1986,8,2458000,64.7,60.7,6.2
South Dakota,SD,1986,8,512000,68.3,65.2,4.5
Tennessee,TN,1986,8,3631000,63.6,58.6,7.8
Texas,TX,1986,8,11967000,68.7,62.5,9.1
Utah,UT,1986,8,1079000,69.8,65.4,6.2
Vermont,VT,1986,8,408000,71.1,68.1,4.2
Virginia,VA,1986,8,4310000,68,64.6,5
Washington,WA,1986,8,3339000,66,60.6,8.2
West Virginia,WV,1986,8,1455000,51.5,45.4,11.9
Wisconsin,WI,1986,8,3593000,67.5,62.8,6.9
Wyoming,WY,1986,8,359000,69.7,63.3,9.2
Alabama,AL,1986,9,3008000,62.1,56.1,9.7
Alaska,AK,1986,9,351000,72.4,64.3,11.1
Arizona,AZ,1986,9,2443000,64.7,60.1,7.2
Arkansas,AR,1986,9,1765000,60.9,55.7,8.5
California,CA,1986,9,20153000,66.7,62.2,6.7
Colorado,CO,1986,9,2422000,70.5,64.9,8
Connecticut,CT,1986,9,2491000,70.1,67.4,3.8
Delaware,DE,1986,9,482000,67.6,65,3.9
D.C.,DC,1986,9,478000,67.8,62.6,7.7
Florida,FL,1986,9,9219000,61.4,57.9,5.8
Georgia,GA,1986,9,4469000,67.4,63.4,6
Hawaii,HI,1986,9,748000,65.9,62.9,4.4
Idaho,ID,1986,9,709000,66.7,61,8.6
Illinois,IL,1986,9,8693000,65.7,60.4,8
Indiana,IN,1986,9,4127000,66.8,62.3,6.7
Iowa,IA,1986,9,2138000,67.3,63,6.5
Kansas,KS,1986,9,1820000,68.5,64.9,5.3
Kentucky,KY,1986,9,2763000,61.4,55.6,9.3
Louisiana,LA,1986,9,3222000,61.2,53.2,13.1
Maine,ME,1986,9,886000,63.8,60.5,5.3
Maryland,MD,1986,9,3403000,69.5,66.3,4.7
Massachusetts,MA,1986,9,4569000,67.3,64.6,3.9
Michigan,MI,1986,9,6872000,64.3,58.7,8.7
Minnesota,MN,1986,9,3171000,70.7,67,5.2
Mississippi,MS,1986,9,1869000,61.9,54.8,11.6
Missouri,MO,1986,9,3832000,66.6,62.4,6.3
Montana,MT,1986,9,6.00E+05,66.7,61.5,7.9
Nebraska,NE,1986,9,1180000,68.4,65.1,4.9
Nevada,NV,1986,9,740000,72.5,68.2,5.9
New Hampshire,NH,1986,9,784000,72,70.2,2.5
New Jersey,NJ,1986,9,5964000,65.7,62.6,4.8
New Mexico,NM,1986,9,1062000,63.6,57.5,9.6
New York,NY,1986,9,13725000,61.5,57.9,5.9
North Carolina,NC,1986,9,4743000,67.5,63.9,5.3
North Dakota,ND,1986,9,486000,68.2,64.3,5.7
Ohio,OH,1986,9,8109000,64.6,59.3,8.2
Oklahoma,OK,1986,9,2422000,65.8,60.2,8.5
Oregon,OR,1986,9,2062000,66.3,61.2,7.6
Pennsylvania,PA,1986,9,9254000,60.5,56.6,6.5
Rhode Island,RI,1986,9,756000,67.6,64.9,4.1
South Carolina,SC,1986,9,2461000,64.7,60.8,6.2
South Dakota,SD,1986,9,513000,68.3,65.2,4.5
Tennessee,TN,1986,9,3636000,63.6,58.6,7.8
Texas,TX,1986,9,11972000,68.8,62.5,9.2
Utah,UT,1986,9,1080000,69.8,65.4,6.4
Vermont,VT,1986,9,408000,71.3,68.3,4.2
Virginia,VA,1986,9,4318000,68.1,64.6,5
Washington,WA,1986,9,3344000,66,60.6,8.2
West Virginia,WV,1986,9,1454000,51.5,45.5,11.7
Wisconsin,WI,1986,9,3596000,67.6,63,6.8
Wyoming,WY,1986,9,358000,69.6,63.1,9.3
Alabama,AL,1986,10,3011000,62.1,56.1,9.7
Alaska,AK,1986,10,350000,72.4,64.4,11
Arizona,AZ,1986,10,2451000,64.6,60,7.2
Arkansas,AR,1986,10,1766000,60.9,55.7,8.5
California,CA,1986,10,20192000,66.7,62.3,6.6
Colorado,CO,1986,10,2423000,70.5,64.7,8.1
Connecticut,CT,1986,10,2493000,70.1,67.5,3.7
Delaware,DE,1986,10,483000,67.6,65.1,3.7
D.C.,DC,1986,10,478000,68,62.8,7.7
Florida,FL,1986,10,9242000,61.5,58,5.8
Georgia,GA,1986,10,4478000,67.4,63.4,6
Hawaii,HI,1986,10,750000,65.8,63,4.3
Idaho,ID,1986,10,709000,66.6,61,8.5
Illinois,IL,1986,10,8698000,65.5,60.4,7.9
Indiana,IN,1986,10,4130000,66.7,62.3,6.7
Iowa,IA,1986,10,2138000,67.4,63.1,6.3
Kansas,KS,1986,10,1822000,68.6,64.9,5.3
Kentucky,KY,1986,10,2765000,61.4,55.6,9.4
Louisiana,LA,1986,10,3219000,61.2,53.2,13.1
Maine,ME,1986,10,887000,63.9,60.5,5.2
Maryland,MD,1986,10,3408000,69.6,66.3,4.7
Massachusetts,MA,1986,10,4571000,67.3,64.7,3.9
Michigan,MI,1986,10,6878000,64.4,58.9,8.6
Minnesota,MN,1986,10,3174000,70.7,67,5.2
Mississippi,MS,1986,10,1870000,61.9,54.8,11.5
Missouri,MO,1986,10,3836000,66.6,62.4,6.3
Montana,MT,1986,10,599000,66.9,61.6,7.9
Nebraska,NE,1986,10,1180000,68.5,65.1,4.9
Nevada,NV,1986,10,743000,72.5,68.2,5.9
New Hampshire,NH,1986,10,786000,72,70.3,2.5
New Jersey,NJ,1986,10,5969000,65.7,62.6,4.6
New Mexico,NM,1986,10,1063000,63.6,57.5,9.5
New York,NY,1986,10,13729000,61.5,57.9,5.8
North Carolina,NC,1986,10,4750000,67.5,63.9,5.3
North Dakota,ND,1986,10,486000,68.1,64.3,5.6
Ohio,OH,1986,10,8115000,64.6,59.3,8.2
Oklahoma,OK,1986,10,2419000,65.7,60.2,8.4
Oregon,OR,1986,10,2065000,66.3,61.4,7.3
Pennsylvania,PA,1986,10,9258000,60.5,56.6,6.4
Rhode Island,RI,1986,10,756000,67.7,65,4
South Carolina,SC,1986,10,2465000,64.8,60.8,6.1
South Dakota,SD,1986,10,513000,68.3,65.3,4.5
Tennessee,TN,1986,10,3641000,63.6,58.6,7.8
Texas,TX,1986,10,11977000,68.8,62.5,9.2
Utah,UT,1986,10,1080000,69.9,65.4,6.5
Vermont,VT,1986,10,409000,71.3,68.3,4.2
Virginia,VA,1986,10,4327000,68.1,64.7,5
Washington,WA,1986,10,3350000,66,60.6,8.1
West Virginia,WV,1986,10,1454000,51.5,45.5,11.5
Wisconsin,WI,1986,10,3598000,67.8,63.2,6.8
Wyoming,WY,1986,10,357000,69.5,63,9.3
Alabama,AL,1986,11,3014000,62.1,56.1,9.6
Alaska,AK,1986,11,349000,72.4,64.5,10.9
Arizona,AZ,1986,11,2458000,64.5,59.9,7.2
Arkansas,AR,1986,11,1768000,60.8,55.7,8.5
California,CA,1986,11,20232000,66.7,62.3,6.6
Colorado,CO,1986,11,2425000,70.4,64.6,8.2
Connecticut,CT,1986,11,2494000,70.1,67.5,3.8
Delaware,DE,1986,11,484000,67.6,65.2,3.5
D.C.,DC,1986,11,477000,68.4,63.2,7.6
Florida,FL,1986,11,9264000,61.6,58,5.7
Georgia,GA,1986,11,4487000,67.4,63.4,6
Hawaii,HI,1986,11,751000,65.9,63.2,4.2
Idaho,ID,1986,11,709000,66.5,60.9,8.4
Illinois,IL,1986,11,8703000,65.4,60.3,7.8
Indiana,IN,1986,11,4134000,66.6,62.2,6.7
Iowa,IA,1986,11,2138000,67.5,63.3,6.2
Kansas,KS,1986,11,1823000,68.6,65,5.2
Kentucky,KY,1986,11,2766000,61.4,55.6,9.4
Louisiana,LA,1986,11,3216000,61.2,53.2,13.1
Maine,ME,1986,11,888000,63.9,60.6,5.1
Maryland,MD,1986,11,3413000,69.7,66.4,4.7
Massachusetts,MA,1986,11,4573000,67.3,64.7,3.8
Michigan,MI,1986,11,6885000,64.5,59,8.5
Minnesota,MN,1986,11,3177000,70.8,67.1,5.2
Mississippi,MS,1986,11,1871000,61.8,54.7,11.5
Missouri,MO,1986,11,3839000,66.6,62.4,6.2
Montana,MT,1986,11,599000,66.9,61.6,7.9
Nebraska,NE,1986,11,1180000,68.5,65.2,4.8
Nevada,NV,1986,11,745000,72.5,68.2,5.9
New Hampshire,NH,1986,11,788000,72,70.3,2.4
New Jersey,NJ,1986,11,5973000,65.6,62.7,4.5
New Mexico,NM,1986,11,1064000,63.5,57.5,9.5
New York,NY,1986,11,13734000,61.5,58,5.7
North Carolina,NC,1986,11,4757000,67.5,64,5.2
North Dakota,ND,1986,11,486000,68.1,64.3,5.5
Ohio,OH,1986,11,8120000,64.6,59.4,8.1
Oklahoma,OK,1986,11,2417000,65.6,60.2,8.2
Oregon,OR,1986,11,2067000,66.2,61.6,7
Pennsylvania,PA,1986,11,9263000,60.4,56.6,6.2
Rhode Island,RI,1986,11,757000,67.6,65,4
South Carolina,SC,1986,11,2469000,64.9,60.9,6.2
South Dakota,SD,1986,11,513000,68.4,65.4,4.4
Tennessee,TN,1986,11,3646000,63.5,58.7,7.7
Texas,TX,1986,11,11982000,68.8,62.5,9.2
Utah,UT,1986,11,1081000,69.9,65.3,6.6
Vermont,VT,1986,11,409000,71.4,68.5,4.1
Virginia,VA,1986,11,4335000,68.1,64.7,5
Washington,WA,1986,11,3355000,65.9,60.6,8.1
West Virginia,WV,1986,11,1453000,51.4,45.6,11.4
Wisconsin,WI,1986,11,3600000,67.9,63.3,6.7
Wyoming,WY,1986,11,356000,69.5,62.9,9.4
Alabama,AL,1986,12,3017000,62,56.1,9.5
Alaska,AK,1986,12,349000,72.2,64.3,10.9
Arizona,AZ,1986,12,2466000,64.4,59.8,7.1
Arkansas,AR,1986,12,1769000,60.8,55.6,8.5
California,CA,1986,12,20271000,66.7,62.4,6.5
Colorado,CO,1986,12,2427000,70.4,64.5,8.3
Connecticut,CT,1986,12,2496000,70.1,67.5,3.8
Delaware,DE,1986,12,485000,67.7,65.4,3.3
D.C.,DC,1986,12,477000,68.6,63.4,7.5
Florida,FL,1986,12,9286000,61.6,58.1,5.7
Georgia,GA,1986,12,4496000,67.4,63.4,5.9
Hawaii,HI,1986,12,753000,66,63.3,4.1
Idaho,ID,1986,12,709000,66.4,60.8,8.4
Illinois,IL,1986,12,8708000,65.4,60.3,7.8
Indiana,IN,1986,12,4137000,66.6,62.1,6.7
Iowa,IA,1986,12,2138000,67.6,63.4,6.1
Kansas,KS,1986,12,1824000,68.6,65.1,5.2
Kentucky,KY,1986,12,2767000,61.3,55.5,9.4
Louisiana,LA,1986,12,3214000,61.2,53.2,13
Maine,ME,1986,12,889000,63.9,60.8,5
Maryland,MD,1986,12,3418000,69.7,66.4,4.7
Massachusetts,MA,1986,12,4575000,67.3,64.8,3.7
Michigan,MI,1986,12,6892000,64.6,59.2,8.4
Minnesota,MN,1986,12,3179000,70.9,67.2,5.2
Mississippi,MS,1986,12,1872000,61.7,54.7,11.3
Missouri,MO,1986,12,3843000,66.6,62.4,6.3
Montana,MT,1986,12,599000,66.9,61.7,7.8
Nebraska,NE,1986,12,1180000,68.5,65.2,4.8
Nevada,NV,1986,12,748000,72.5,68.2,6
New Hampshire,NH,1986,12,790000,72.1,70.4,2.3
New Jersey,NJ,1986,12,5977000,65.6,62.8,4.3
New Mexico,NM,1986,12,1065000,63.4,57.4,9.4
New York,NY,1986,12,13738000,61.4,58,5.5
North Carolina,NC,1986,12,4763000,67.6,64.1,5.2
North Dakota,ND,1986,12,485000,68.2,64.5,5.4
Ohio,OH,1986,12,8126000,64.6,59.4,8.1
